business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,hours,source
0x89c25587fc169f19:0x86af318f282ec830,Magic Nails,"Magic Nails, 337 Franklin Ave, Nutley, NJ 07110", Nutley,New Jersey,07110,40.8191312,-74.1596984,4.5,36,"[['Monday', '9:30AM–7:30PM'], ['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9AM–7PM'], ['Sunday', 'Closed']]",G
0x54905554dbd96885:0xcb063fa8f7a578d9,Dany Best Nails,"Dany Best Nails, 2913 S 38th St, Tacoma, WA 98409", Tacoma,Washington,98409,47.2235792,-122.4739524,4.3,33,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', 'Closed']]",G
0x88c2b0a360937bb9:0x4b564cf09acf9e31,"Bliss Facial Spa & Salon - Wesley Chapel Massage, Facial and Spa Services","Bliss Facial Spa & Salon - Wesley Chapel Massage, Facial and Spa Services, 3750 Maryweather Ln, Wesley Chapel, FL 33544", 3750 Maryweather Ln,Florida,Chapel,28.211847,-82.35567499999999,4.8,118,"[['Monday', '10AM–6PM'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–6PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed']]",G
0x8830e28c9e1365a9:0xded81e263a89e768,California Pretty Nails,"California Pretty Nails, 5387 Warrensville Center Rd, Maple Heights, OH 44137", Maple Heights,Ohio,44137,41.4145491,-81.53525909999999,3.8,175,"[['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM'], ['Wednesday', '10AM–5PM'], ['Thursday', '10AM–5PM'], ['Friday', '10AM–5PM'], ['Saturday', '10AM–5PM'], ['Sunday', 'Closed']]",G
0x88f4e49cd4287aaf:0xd18936ab3eb08d53,Nail Club,"Nail Club, 6385 Old National Hwy, Atlanta, GA 30349", Atlanta,Georgia,30349,33.5808563,-84.47194809999999,3.7,116,"[['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '9:30AM–8PM'], ['Saturday', '9:30AM–8PM'], ['Sunday', '12–6PM']]",G
0x883bdf063e39da99:0x7957f487ce66eb6a,Head Shed of Tiffin,"Head Shed of Tiffin, 716 W Market St Suite F, Tiffin, OH 44883", Tiffin,Ohio,44883,41.1118642,-83.20561149999999,4.9,28,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–1PM'], ['Sunday', 'Closed']]",G
0x54ae4c6b387b272f:0x633237c23f2eec5,Canathus Salon,"Canathus Salon, 224 15th Ave S, Nampa, ID 83651", Nampa,Idaho,83651,43.5751088,-116.5582023,4.9,58,,G
0x8822ecbd3b20ab43:0x9564a0d632836f1c,Polished by Me,"Polished by Me, Schavey Rd, Dewitt, MI 48820", Dewitt,Michigan,48820,42.8243522,-84.5868148,4.5,94,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed']]",G
0x880e15285d0d3e8b:0xc1efdb15c8b3ea49,Tips & Toes,"Tips & Toes, 9430 W 191st St, Mokena, IL 60448", Mokena,Illinois,60448,41.5435189,-87.84723609999999,4.1,77,"[['Monday', '9:30AM–7:30PM'], ['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9:30AM–6:30PM'], ['Sunday', '10:30AM–4:30PM']]",G
0x8640d088a60e9607:0xf1331ea6a9213558,Signature Nails Spa,"Signature Nails Spa, 6388 N Eldridge Pkwy, Houston, TX 77041", Houston,Texas,77041,29.8678405,-95.6077925,4.5,108,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '11AM–5PM']]",G
0x80c32830b5c319ef:0xba77c60417a73281,Teeken Nails,"Teeken Nails, 422 N Azusa Ave, West Covina, CA 91791", West Covina,California,91791,34.0782596,-117.9069571,4.1,34,"[['Monday', '9:30AM–7PM'], ['Tuesday', 'Closed'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', 'Closed']]",G
0x88381160341f1d6b:0x8d9e1993b16482c2,Hebron Nails,"Hebron Nails, 620 E Main St, Hebron, OH 43025", Hebron,Ohio,43025,39.9599528,-82.4750657,4.1,48,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '9:30AM–6:30PM'], ['Sunday', 'Closed']]",G
0x54946c925530536b:0x2bea367dce28e6e2,Cindy's Nails,"Cindy's Nails, 1136 Washington Way, Longview, WA 98632", Longview,Washington,98632,46.1424831,-122.9320842,4.4,178,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–6PM'], ['Sunday', 'Closed']]",G
0x52b82dfc60857c81:0x99ac4f8524f141e,N Y Nails,"N Y Nails, 1401 Paul Bunyan Dr NW, Bemidji, MN 56601", Bemidji,Minnesota,56601,47.4945008,-94.8997734,3.3,148,"[['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–6PM'], ['Sunday', '12–5PM']]",G
0x52b82c4cb3282b01:0x8c2e0542e99310ba,X-Static Beauty Salon,"X-Static Beauty Salon, 804 Paul Bunyan Dr SE, Bemidji, MN 56601", Bemidji,Minnesota,56601,47.4636979,-94.8697888,4.5,45,"[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–2PM'], ['Sunday', 'Closed']]",G
0x80952ba0d0323bab:0xc781f950487eb2fe,Glady's Beauty Salon,"Glady's Beauty Salon, 437 W Inyo Ave, Tulare, CA 93274", Tulare,California,93274,36.2040756,-119.3533619,4.1,77,,G
0x864ea5df518f9f0d:0xcecee0fad34db977,Signature Nail Salon,"Signature Nail Salon, 1220 N Town E Blvd, Mesquite, TX 75150", Mesquite,Texas,75150,32.8104328,-96.6138082,3.8,66,"[['Monday', '9:30AM–7:30PM'], ['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9AM–7PM'], ['Sunday', '12–6PM']]",G
0x886dff18977d4555:0x8edcaec4d46f3f52,Castle Nails,"Castle Nails, 2417 N 6th St, Vincennes, IN 47591", Vincennes,Indiana,47591,38.6872536,-87.506197,4.2,83,"[['Monday', '9:30AM–7:30PM'], ['Tuesday', '9:30AM–7:30PM'], ['Wednesday', '9:30AM–7:30PM'], ['Thursday', '9:30AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9:30AM–7:30PM'], ['Sunday', '11AM–5PM']]",G
0x89c510832a7e3ee1:0xa6674f5af2bd8e87,Divas Nail Salon,"Divas Nail Salon, 23 Gateway Shopping Center # C, Edwardsville, PA 18704", Edwardsville,Pennsylvania,18704,41.2576874,-75.9008899,4.5,118,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–6PM'], ['Sunday', 'Closed']]",G
0x89c51a1f2a1b4377:0x70cd7654e2ae8c09,Two Chic Salon & Spa,"Two Chic Salon & Spa, 1012 Wyoming Ave, Forty Fort, PA 18704", Forty Fort,Pennsylvania,18704,41.2791607,-75.8788344,5.0,26,"[['Monday', 'Closed'], ['Tuesday', '12–8PM'], ['Wednesday', '10AM–3PM'], ['Thursday', '12–8PM'], ['Friday', '10AM–3PM'], ['Saturday', '8:30AM–2PM'], ['Sunday', 'Closed']]",G
0x886179dd8c100c0b:0xc51a35cf840654d2,Nail First,"Nail First, 2633 Decherd Blvd, Winchester, TN 37398", Winchester,Tennessee,37398,35.2165892,-86.10253399999999,3.2,48,,G
0x809acefd98c09a41:0x5dfc79fd0160babd,Dazzling Nails & Spa,"Dazzling Nails & Spa, 8148 Delta Shores Cir S STE #120, Sacramento, CA 95832", Sacramento,California,95832,38.4646806,-121.4926557,3.6,65,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', '11AM–5PM']]",G
0x80c27d8800e81d01:0x1b0a5b8a291ce1d7,Ohana Beauty Spa,"Ohana Beauty Spa, 28430 Haskell Canyon Rd, Santa Clarita, CA 91390", Santa Clarita,California,91390,34.4600539,-118.5108007,4.5,2,"[['Monday', 'Closed'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', '9:30AM–4PM']]",G
0x80c287743ebaecaf:0xd63c3692fe567e2b,The Nail Fix,"The Nail Fix, 26455 Bouquet Canyon Rd, Santa Clarita, CA 91350", Santa Clarita,California,91350,34.427628,-118.539573,4.3,67,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', 'Closed']]",G
0x80c27d9e11296e7b:0xfaa593f2372a828b,Gloss Nails Studio,"Gloss Nails Studio, 28018 Seco Canyon Rd, Santa Clarita, CA 91390", Santa Clarita,California,91390,34.4606376,-118.5340308,4.3,28,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', '10:30AM–5PM']]",G
0x888aa2fb3ac482cb:0x16b5c67bc3b5de8b,Sunny Nail,"Sunny Nail, 2448 Shorter Ave #2, Rome, GA 30165", Rome,Georgia,30165,34.273027899999995,-85.23803629999999,4.5,105,"[['Monday', '9AM–6PM'], ['Tuesday', '9AM–6PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–6PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–6PM'], ['Sunday', 'Closed']]",G
0x80dd27b59abaf3cd:0x9ac9e69e5989b7f1,Meai's Diamond,"Meai's Diamond, 9200 Bolsa Ave #227, Westminster, CA 92683", Westminster,California,92683,33.7435705,-117.9686492,3.8,8,,G
0x89d6d753c764312d:0x2046d2383042cab4,Fancy Nails,"Fancy Nails, 6280 Furnace Rd, Ontario, NY 14519", Ontario,New York,14519,43.2266235,-77.2819519,3.7,58,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–5PM'], ['Sunday', 'Closed']]",G
0x89d14aee1913d3d1:0x10854409a082a20b,R Nail Spa Inc.,"R Nail Spa Inc., 1425 Jefferson Rd, Rochester, NY 14623", Rochester,New York,14623,43.0865565,-77.59117599999999,4.3,91,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', 'Closed']]",G
0x89d30c98e3d09a4b:0x6d96cbed422deef3,Empire Beauty School,"Empire Beauty School, 2190 Walden Ave, Cheektowaga, NY 14225", Cheektowaga,New York,14225,42.9082249,-78.75504339999999,4.0,18,,G
0x549160802de16ae3:0x5774ca96be547ce6,Pro Nails,"Pro Nails, 403 N Tower Ave, Centralia, WA 98531", Centralia,Washington,98531,46.719416,-122.9533869,4.1,68,"[['Monday', '9AM–6:30PM'], ['Tuesday', '10AM–6:30PM'], ['Wednesday', '10AM–6:30PM'], ['Thursday', '10AM–6:30PM'], ['Friday', '10AM–6:30PM'], ['Saturday', '10AM–6PM'], ['Sunday', 'Closed']]",G
0x880ff49b61403e4d:0x23cc68ee46d94e8,Top Nails & Spa Zion il,"Top Nails & Spa Zion il, 1307 21st St, Zion, IL 60099", Zion,Illinois,60099,42.4551018,-87.82701209999999,2.8,48,"[['Monday', '10AM–7:30PM'], ['Tuesday', '10AM–7:30PM'], ['Wednesday', '10AM–7:30PM'], ['Thursday', '10AM–7:30PM'], ['Friday', '10AM–7:30PM'], ['Saturday', '10AM–7PM'], ['Sunday', '11AM–4PM']]",G
0x80c8d1db17598adb:0x73b4ec2c399cf004,New Style Nail Spa,"New Style Nail Spa, 1000 N Green Valley Pkwy #530, Henderson, NV 89074", Henderson,Nevada,89074,36.0287333,-115.0844111,4.3,129,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', '10AM–5PM']]",G
0x809ac57462ec8077:0x7c827467bfdc4e06,Sassy Nails Spa,"Sassy Nails Spa, 6600 Florin Rd, Sacramento, CA 95828", Sacramento,California,95828,38.4954001,-121.4259377,4.3,108,"[['Monday', '10AM–6PM'], ['Tuesday', 'Closed'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', '11AM–5PM']]",G
0x89e4e37765f28511:0xc15e1257dec154e6,Cozy Nails & Spa,"Cozy Nails & Spa, 1244 Kempton St, New Bedford, MA 02740", New Bedford,Massachusetts,02740,41.6359405,-70.95915579999999,4.1,118,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–6PM'], ['Sunday', 'Closed']]",G
0x88c2ed97331c28c5:0x2248706e6fbba0c6,Luxury Nail & Spa,"Luxury Nail & Spa, 4011 Tampa Rd, Oldsmar, FL 34677", Oldsmar,Florida,34677,28.0375497,-82.6581056,4.7,40,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–6PM'], ['Sunday', 'Closed']]",G
0x8620af0e7dca690b:0x4a2f291d7747be90,Tiffany Nails Spa,"Tiffany Nails Spa, 6246 General Diaz St, New Orleans, LA 70124", New Orleans,Louisiana,70124,30.003727,-90.105121,4.8,98,"[['Monday', '9AM–6:30PM'], ['Tuesday', '9AM–6:30PM'], ['Wednesday', '9AM–6:30PM'], ['Thursday', '9AM–6:30PM'], ['Friday', '9AM–6:30PM'], ['Saturday', '9AM–5:30PM'], ['Sunday', 'Closed']]",G
0x872ba633dc6d665b:0x30ff928dda01da01,Nails of the World,"Nails of the World, 425 N Stapley Dr UNIT 110, Mesa, AZ 85203", Mesa,Arizona,85203,33.4229592,-111.803674,4.3,158,"[['Monday', '9AM–7PM'], ['Tuesday', 'Closed'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '10AM–5PM']]",G
0x872ba78a7c2c49a1:0xc05ae82eea79d4e7,C-K Nails,"C-K Nails, 454 N Alma School Rd, Mesa, AZ 85201", Mesa,Arizona,85201,33.4236511,-111.8568353,3.5,48,"[['Monday', 'Closed'], ['Tuesday', '10:30AM–5PM'], ['Wednesday', '10:30AM–5PM'], ['Thursday', '10:30AM–5PM'], ['Friday', '10:30AM–5PM'], ['Saturday', '10:30AM–5PM'], ['Sunday', 'Closed']]",G
0x89b7a9bb934a6765:0x14d6722ed781896c,Princess Nail,"Princess Nail, 3113 Marshall Hall Rd, Bryans Road, MD 20616", Bryans Road,Maryland,20616,38.6296154,-77.0750125,3.3,49,"[['Monday', '10AM–7:30PM'], ['Tuesday', '10AM–7:30PM'], ['Wednesday', '10AM–7:30PM'], ['Thursday', '10AM–7:30PM'], ['Friday', '9:30AM–7:30PM'], ['Saturday', '9:30AM–7:30PM'], ['Sunday', '11AM–4:30PM']]",G
0x80dd328163ca1c49:0x3171aa5b831c9a22,Tip Top Nails,"Tip Top Nails, 5919 South St, Lakewood, CA 90713", Lakewood,California,90713,33.859035,-118.116385,4.3,33,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', '10AM–5PM']]",G
0x89c88c7ac6f4751b:0xc7778b7c4e12260c,Perfect Nails,"Perfect Nails, 1209 Carlisle Rd, York, PA 17404", York,Pennsylvania,17404,39.964812,-76.767134,4.1,84,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '10AM–3PM']]",G
0x872b453b2eaa3971:0x55a8c4cd8a158807,Pretty Q Nails and Spa,"Pretty Q Nails and Spa, 13839 W Bell Rd #101, Surprise, AZ 85374", Surprise,Arizona,85374,33.6365801,-112.3578083,4.3,264,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '11AM–5PM']]",G
0x872b65bd9b7e3e19:0x706217d2194b72be,Happy Valley Nails and Spa,"Happy Valley Nails and Spa, 2370 W Happy Valley Rd, Phoenix, AZ 85085", Phoenix,Arizona,85085,33.714755,-112.1107166,3.9,138,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '11AM–5PM']]",G
0x872b7540b41b35ed:0x84f9486c2a185d5f,Emmi D SalonSpa,"Emmi D SalonSpa, 9343 E Shea Blvd B115, Scottsdale, AZ 85260", Scottsdale,Arizona,85260,33.581523,-111.8796438,4.7,68,"[['Monday', '9AM–8PM'], ['Tuesday', '9AM–8PM'], ['Wednesday', '9AM–8PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–6PM'], ['Sunday', 'Closed']]",G
0x80c2d012962e8d23:0x5513d1307540db7f,Lucky Hair & Nails,"Lucky Hair & Nails, 2202 San Gabriel Blvd, Rosemead, CA 91770", Rosemead,California,91770,34.054019,-118.0903321,4.7,24,"[['Monday', '9AM–8PM'], ['Tuesday', '9AM–8PM'], ['Wednesday', '9AM–8PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–8PM'], ['Saturday', '9AM–8PM'], ['Sunday', '9AM–8PM']]",G
0x88470be9204b4449:0xece94ba2e3f9c3f,Looks Unlimited Hair Designs,"Looks Unlimited Hair Designs, 1655 N Bridge St B, Chillicothe, OH 45601", Chillicothe,Ohio,45601,39.3708413,-82.9754025,4.9,54,"[['Monday', '8AM–4PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–8PM'], ['Friday', '8AM–4PM'], ['Saturday', '8AM–4PM'], ['Sunday', 'Closed']]",G
0x88f50d7eb4d0bf8d:0x6ddfae7f80be7088,Luxy Nails,"Luxy Nails, 7513 Roswell Rd, Sandy Springs, GA 30350", Sandy Springs,Georgia,30350,33.9610268,-84.3638379,4.9,678,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '12–6PM']]",G
0x89b7b78dcfd787ab:0xbe866366c638c2f9,C & T Golden nails,"C & T Golden nails, 517 H St NW, Washington, DC 20001", Washington,District of Columbia,20001,38.8999741,-77.0195852,3.9,56,"[['Monday', 'Closed'], ['Tuesday', '10AM–6PM'], ['Wednesday', '10AM–6PM'], ['Thursday', '10AM–6PM'], ['Friday', '10AM–6PM'], ['Saturday', '10AM–6PM'], ['Sunday', '11AM–5PM']]",G
0x89b7b78dcfd787ab:0x1972a79d3afc19c0,Golden Nails,"Golden Nails, 400 7th St NW, Washington, DC 20004", Washington,District of Columbia,20004,38.8949772,-77.02233269999999,3.7,48,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–5PM'], ['Sunday', 'Closed']]",G
0x89b7b713024b8515:0xb337f33cc881aa32,Clear sky nails spa,"Clear sky nails spa, 1350 U St NW, Washington, DC 20009", Washington,District of Columbia,20009,38.9168323,-77.0314573,4.6,58,"[['Monday', '11AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '11AM–8PM']]",G
0x8640c616634f9aa5:0x44b1a934d95026d9,T L Nails,"T L Nails, 5405 W T C Jester Blvd # G, Houston, TX 77091", Houston,Texas,77091,29.844855,-95.45923,4.0,106,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '11AM–6PM']]",G
0x8640c7b1ff64743d:0x5e037eea0e932eae,Texan Nails & Spa,"Texan Nails & Spa, 1214 W 43rd St # 800, Houston, TX 77018", Houston,Texas,77018,29.8291974,-95.4306843,3.2,47,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–7PM'], ['Sunday', '11AM–6PM']]",G
0x89b7bcc01d0fffff:0x3d9cd1494ac09417,Get Nailed,"Get Nailed, 9009 Woodyard Rd ste 102, Clinton, MD 20735", Clinton,Maryland,20735,38.766748,-76.8942994,3.7,88,"[['Monday', 'Closed'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '9AM–6PM'], ['Sunday', '11AM–5PM']]",G
0x8831015426bbc509:0x1ea6781c5b04d883,Ruben's Hair & Nail Design,"Ruben's Hair & Nail Design, 6805 Mayfield Rd b2, Cleveland, OH 44124", Cleveland,Ohio,44124,41.5242996,-81.4331098,4.4,2,"[['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–5PM'], ['Thursday', '9AM–5PM'], ['Friday', '9AM–5PM'], ['Saturday', '9AM–5PM'], ['Sunday', 'Closed']]",G
0x89e5a92a15497795:0xc160567cb73aaaf,Envy Salon & Spa,"Envy Salon & Spa, 800 Aquidneck Ave C, Middletown, RI 02842", Middletown,Rhode Island,02842,41.510084,-71.28294,4.8,33,"[['Monday', '9AM–6PM'], ['Tuesday', '9AM–8PM'], ['Wednesday', '9AM–6PM'], ['Thursday', '9AM–8PM'], ['Friday', '9AM–6PM'], ['Saturday', '9AM–3PM'], ['Sunday', 'Closed']]",G
0x87e236a276de3361:0x80023e9aafb173b,Top Nails & Spa,"Top Nails & Spa, 890 Middle Rd, Bettendorf, IA 52722", Bettendorf,Iowa,52722,41.5399216,-90.5198257,4.1,87,"[['Monday', '9AM–7:30PM'], ['Tuesday', '9AM–7:30PM'], ['Wednesday', '9AM–7:30PM'], ['Thursday', '9AM–7:30PM'], ['Friday', '9AM–7:30PM'], ['Saturday', '9AM–7PM'], ['Sunday', '11AM–5PM']]",G
0x80857dc3033bdaf3:0xd7b074e63785dda5,File + Style,"File + Style, 5699 Miles Ave, Oakland, CA 94618", Oakland,California,94618,37.8452834,-122.2521028,4.3,36,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '10AM–6PM']]",G
0x89e37b936c13c8cb:0x28041e1499121209,Anna's Nail Design,"Anna's Nail Design, 566 Washington St, Dorchester Center, MA 02124", Dorchester Center,Massachusetts,02124,42.2918879,-71.0715396,4.0,55,"[['Monday', '9:30AM–7PM'], ['Tuesday', '9:30AM–7PM'], ['Wednesday', '9:30AM–7PM'], ['Thursday', '9:30AM–7PM'], ['Friday', '9:30AM–7PM'], ['Saturday', '9:30AM–7PM'], ['Sunday', 'Closed']]",G
0x88532b20cce7f8c7:0x9bcfb4dc6fdf1088,Pro Nails Bar,"Pro Nails Bar, 2222 N Church St, Burlington, NC 27217", Burlington,North Carolina,27217,36.0950462,-79.39778439999999,3.9,75,"[['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', 'Closed']]",G
0x89c1082ddf8dc39d:0x3ea1c8c513c6bb6,Lyz Nails,"Lyz Nails, 273 S Main St, Barnegat, NJ 08005", Barnegat,New Jersey,08005,39.7479409,-74.2279063,4.2,83,"[['Monday', '9AM–7PM'], ['Tuesday', '9AM–7PM'], ['Wednesday', '9AM–7PM'], ['Thursday', '9AM–7PM'], ['Friday', '9AM–7PM'], ['Saturday', '9AM–3PM'], ['Sunday', '11AM–6PM']]",G
0x89c25afc53032f27:0xf9774d8110ff4802,Nail On 5th,"Nail On 5th, 436 5th Ave, Brooklyn, NY 11215", Brooklyn,New York,11215,40.6695388,-73.9862291,4.3,78,"[['Monday', '10AM–7PM'], ['Tuesday', 'Closed'], ['Wednesday', '10AM–7PM'], ['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '10AM–7PM']]",G
0x88f8bb4052e93f9d:0xa6183a8a684b5c14,Sandy Nails and Spa,"Sandy Nails and Spa, 909 State St, Cayce, SC 29033", Cayce,South Carolina,29033,33.9866625,-81.0547015,4.0,197,"[['Monday', '10AM–7:30PM'], ['Tuesday', '10AM–7:30PM'], ['Wednesday', '10AM–7:30PM'], ['Thursday', '10AM–7:30PM'], ['Friday', '10AM–7:30PM'], ['Saturday', '10AM–7:30PM'], ['Sunday', '12–6PM']]",G
