user_id,compliment,count,compliment_id
5MtTXAOaFiCXSIrjaj7ipg,useful,7,COM5028
5N5tH0pjQPCuwBrUerhjAw,cool,1,COM5030
5N5tH0pjQPCuwBrUerhjAw,funny,3,COM5031
5N5tH0pjQPCuwBrUerhjAw,useful,4,COM5032
5NY29yfnYeLMvcMx7TRBXw,cool,51,COM5034
5NY29yfnYeLMvcMx7TRBXw,funny,33,COM5035
5NY29yfnYeLMvcMx7TRBXw,useful,156,COM5036
5Nl6vX1LSbd3K1KBkOVtxQ,compliment_profile,6,COM5037
5Nl6vX1LSbd3K1KBkOVtxQ,cool,194,COM5038
5Nl6vX1LSbd3K1KBkOVtxQ,funny,70,COM5039
5Nl6vX1LSbd3K1KBkOVtxQ,useful,312,COM5040
5Nyj9RARZbQuSkLOzu3HGQ,cool,7,COM5046
5Nyj9RARZbQuSkLOzu3HGQ,funny,4,COM5047
5Nyj9RARZbQuSkLOzu3HGQ,useful,30,COM5048
5ONMAX4SuSb9QlhBI5wRkQ,cool,8,COM5050
5ONMAX4SuSb9QlhBI5wRkQ,funny,3,COM5051
5ONMAX4SuSb9QlhBI5wRkQ,useful,19,COM5052
5OUKE_N_MxbRWYXvO4IOIg,cool,1,COM5054
5OekvU80yMKPYHgiUpTTBg,useful,6,COM5060
5Oqx6EZgfE7JHh_76mvsnw,useful,2,COM5064
5P3nMmXOhnmI-sXJ4ytYYQ,useful,1,COM5068
5PHc9BHLKpeIws0ImYnNXQ,useful,2,COM5072
5PHhh69l16-lbgdjfWCSIg,useful,2,COM5076
5QTu4-1GvyiJpcBxyMIWiQ,funny,1,COM5083
5QTu4-1GvyiJpcBxyMIWiQ,useful,2,COM5084
5QwKbSnrFvbL5YPIk83d0A,cool,8,COM5086
5QwKbSnrFvbL5YPIk83d0A,funny,2,COM5087
5QwKbSnrFvbL5YPIk83d0A,useful,20,COM5088
5Qwn6-2uMl-Hb4wj0etySA,useful,2,COM5092
5R3m-2idPFpYq0oRwCK0TQ,cool,1572,COM5094
5R3m-2idPFpYq0oRwCK0TQ,funny,510,COM5095
5R3m-2idPFpYq0oRwCK0TQ,useful,2403,COM5096
5RWMKWb_AsAaLGrddyB5ww,cool,3,COM5106
5RWMKWb_AsAaLGrddyB5ww,funny,3,COM5107
5RWMKWb_AsAaLGrddyB5ww,useful,24,COM5108
5S9PONubwU9YegEpqYCSLQ,compliment_profile,1,COM5109
5S9PONubwU9YegEpqYCSLQ,cool,1,COM5110
5S9PONubwU9YegEpqYCSLQ,funny,1,COM5111
5S9PONubwU9YegEpqYCSLQ,useful,6,COM5112
5Sa5eBLh--gQ740BUPETtA,cool,10,COM5114
5Sa5eBLh--gQ740BUPETtA,funny,10,COM5115
5Sa5eBLh--gQ740BUPETtA,useful,62,COM5116
5T9WlOw6Wns5LJmCs4W4Iw,cool,8,COM5118
5T9WlOw6Wns5LJmCs4W4Iw,funny,5,COM5119
5T9WlOw6Wns5LJmCs4W4Iw,useful,53,COM5120
5TEhIs4qFP2wg9L0kP05Og,cool,20,COM5130
5TEhIs4qFP2wg9L0kP05Og,funny,2,COM5131
5TEhIs4qFP2wg9L0kP05Og,useful,38,COM5132
5TP_TN5AdI-_VNUYVo5Q8w,useful,2,COM5136
5Tvbtxtp0DEYs3bCdjDQAg,useful,1,COM5140
5UHxIWBuWkscVSBuMda-sQ,useful,3,COM5144
5UOTX-Yfed9A4axfKvPV3g,useful,3,COM5148
5UnJMeoECFWuMpAdnzKeaQ,cool,1,COM5150
5UnJMeoECFWuMpAdnzKeaQ,funny,1,COM5151
5UnJMeoECFWuMpAdnzKeaQ,useful,3,COM5152
5UowAg35JaQX5DBQ4v7_Vw,compliment_profile,5,COM5153
5UowAg35JaQX5DBQ4v7_Vw,cool,2398,COM5154
5UowAg35JaQX5DBQ4v7_Vw,funny,1221,COM5155
5UowAg35JaQX5DBQ4v7_Vw,useful,2759,COM5156
5Uv-dF7_mJDd1oCTchyqjg,useful,1,COM5160
5VgqKe7iXjNdpZA7VciSoQ,useful,9,COM5164
5XEwL2AqN5mC3jHS1rOhjg,useful,6,COM5172
5Xl4YAM1efwwL2uMZawNgg,cool,1,COM5182
5Xl4YAM1efwwL2uMZawNgg,funny,1,COM5183
5Xl4YAM1efwwL2uMZawNgg,useful,11,COM5184
5ZSyV4BENFmBzyjyZxfEMA,useful,2,COM5192
5Zmq51QXZNl8kiRxu96fWQ,cool,3,COM5194
5Zmq51QXZNl8kiRxu96fWQ,funny,2,COM5195
5Zmq51QXZNl8kiRxu96fWQ,useful,14,COM5196
5_RJOnmYTK2qHou40VYQxg,useful,2,COM5200
5_q6G2ethLalPjgq0VZVHw,cool,2,COM5202
5_q6G2ethLalPjgq0VZVHw,funny,1,COM5203
5_q6G2ethLalPjgq0VZVHw,useful,21,COM5204
5aEdoBFD6RSyfiZ6AqG-ug,funny,1,COM5207
5aEdoBFD6RSyfiZ6AqG-ug,useful,2,COM5208
5aMMUf2xYzrMAZqEsf303g,cool,18,COM5210
5aMMUf2xYzrMAZqEsf303g,funny,13,COM5211
5aMMUf2xYzrMAZqEsf303g,useful,90,COM5212
5aTISA64RTDydj_owB-9hw,cool,370,COM5214
5aTISA64RTDydj_owB-9hw,funny,252,COM5215
5aTISA64RTDydj_owB-9hw,useful,562,COM5216
5c6wU41gy9U6wOsWdzEX0g,compliment_profile,2,COM5225
5c6wU41gy9U6wOsWdzEX0g,cool,115,COM5226
5c6wU41gy9U6wOsWdzEX0g,funny,26,COM5227
5c6wU41gy9U6wOsWdzEX0g,useful,247,COM5228
5dbR-_GGyeRD98egqia2tw,cool,2,COM5234
5dbR-_GGyeRD98egqia2tw,useful,6,COM5236
5eF7yajDciqn8DZdpsEKfg,cool,4,COM5238
5eF7yajDciqn8DZdpsEKfg,funny,3,COM5239
5eF7yajDciqn8DZdpsEKfg,useful,15,COM5240
5f2LxBb9bsOhcUCyNoFaxA,cool,1,COM5242
5f2LxBb9bsOhcUCyNoFaxA,funny,5,COM5243
5f2LxBb9bsOhcUCyNoFaxA,useful,7,COM5244
5fBL_DYLnphhCcfSeomyhg,cool,33,COM5246
5fBL_DYLnphhCcfSeomyhg,funny,15,COM5247
5fBL_DYLnphhCcfSeomyhg,useful,87,COM5248
5fojvt6bEy-no2ZO1jJJuQ,useful,1,COM5256
5gUmH7Uy1en5GnuKuhnUbA,cool,8,COM5258
5gUmH7Uy1en5GnuKuhnUbA,funny,3,COM5259
5gUmH7Uy1en5GnuKuhnUbA,useful,15,COM5260
5gsRAmrviRur_lpmkZOKFQ,cool,6,COM5262
5gsRAmrviRur_lpmkZOKFQ,funny,3,COM5263
5gsRAmrviRur_lpmkZOKFQ,useful,8,COM5264
5haF63UiYLrW-9HjIlPKIw,cool,2,COM5266
5haF63UiYLrW-9HjIlPKIw,useful,1,COM5268
5hrV71S-yxoEKfH4FeFXsw,cool,4,COM5274
5hrV71S-yxoEKfH4FeFXsw,funny,2,COM5275
5hrV71S-yxoEKfH4FeFXsw,useful,14,COM5276
5i0HpL9OR3dWoQ2Z7vOMiw,useful,1,COM5280
5i4bfWajhyY98TopVGc6XA,useful,2,COM5284
5iHOhvKyIvkub0rclFs6lg,cool,4,COM5290
5iHOhvKyIvkub0rclFs6lg,funny,2,COM5291
5iHOhvKyIvkub0rclFs6lg,useful,5,COM5292
5iVZHdzZJhCRe82PjaXUxg,cool,1,COM5294
5iVZHdzZJhCRe82PjaXUxg,funny,4,COM5295
5iVZHdzZJhCRe82PjaXUxg,useful,10,COM5296
5jB_zRgSWLrWk_CaCkT0CQ,useful,14,COM5308
5jCDBlM_k8JxVL0SN2alvQ,compliment_profile,1,COM5309
5jCDBlM_k8JxVL0SN2alvQ,cool,144,COM5310
5jCDBlM_k8JxVL0SN2alvQ,funny,48,COM5311
5jCDBlM_k8JxVL0SN2alvQ,useful,227,COM5312
5jTy8NlNScn1Mi-5Un4CkA,useful,5,COM5316
5jjhfqXq1zfLyKc4WlnIiw,cool,1,COM5318
5jjhfqXq1zfLyKc4WlnIiw,funny,1,COM5319
5jjhfqXq1zfLyKc4WlnIiw,useful,4,COM5320
5jkQH5qRG3bpFQfQOniqYQ,cool,4,COM5322
5jkQH5qRG3bpFQfQOniqYQ,funny,8,COM5323
5jkQH5qRG3bpFQfQOniqYQ,useful,32,COM5324
5kJp-zwtYCewPHGIVDcq7A,cool,17,COM5326
5kJp-zwtYCewPHGIVDcq7A,funny,12,COM5327
5kJp-zwtYCewPHGIVDcq7A,useful,46,COM5328
5kMmHXInvAVy2JpB3APzdA,useful,6,COM5332
5kTTR9kTtK5JZ5b699esPg,cool,6,COM5334
5kTTR9kTtK5JZ5b699esPg,useful,7,COM5336
5lARsYasfaeAY_EzE3Ss_A,cool,48,COM5342
5lARsYasfaeAY_EzE3Ss_A,funny,39,COM5343
5lARsYasfaeAY_EzE3Ss_A,useful,184,COM5344
5mGzz56qjZJ4IbR6Eonw7A,useful,1,COM5348
5nKQ1Tt3Ilcc7nUEr279gQ,compliment_profile,2,COM5353
5nKQ1Tt3Ilcc7nUEr279gQ,cool,272,COM5354
5nKQ1Tt3Ilcc7nUEr279gQ,funny,115,COM5355
5nKQ1Tt3Ilcc7nUEr279gQ,useful,675,COM5356
5nLsZ3ouFAlysZ8QICEaTA,compliment_profile,2,COM5357
5nLsZ3ouFAlysZ8QICEaTA,cool,125,COM5358
5nLsZ3ouFAlysZ8QICEaTA,funny,51,COM5359
5nLsZ3ouFAlysZ8QICEaTA,useful,206,COM5360
5nbkwkrTYbQhubYahtFCxQ,cool,33,COM5362
5nbkwkrTYbQhubYahtFCxQ,funny,7,COM5363
5nbkwkrTYbQhubYahtFCxQ,useful,69,COM5364
5nio3ZokPYv7ie3tu7zRqQ,useful,1,COM5368
5nlINiWUGehG-wOrNEMX5A,useful,2,COM5372
5nzZxJy0vPIPrX_K9jrMaw,cool,2,COM5374
5nzZxJy0vPIPrX_K9jrMaw,funny,1,COM5375
5nzZxJy0vPIPrX_K9jrMaw,useful,4,COM5376
5p1VsBIQdQjhp5TV9bxInA,cool,76,COM5378
5p1VsBIQdQjhp5TV9bxInA,funny,6,COM5379
5p1VsBIQdQjhp5TV9bxInA,useful,133,COM5380
5pIM956nU2vsY5S48MvK-Q,cool,8,COM5382
5pIM956nU2vsY5S48MvK-Q,funny,6,COM5383
5pIM956nU2vsY5S48MvK-Q,useful,36,COM5384
5pYWeVTOPvMm61XmPH-y4A,cool,3,COM5386
5pYWeVTOPvMm61XmPH-y4A,funny,3,COM5387
5pYWeVTOPvMm61XmPH-y4A,useful,24,COM5388
5p_PfIwR1tkSwG1GMEQFTQ,cool,25,COM5390
5p_PfIwR1tkSwG1GMEQFTQ,funny,115,COM5391
5p_PfIwR1tkSwG1GMEQFTQ,useful,540,COM5392
5qgqmXp1GnjOUrE5dKK0qQ,cool,2,COM5398
5qgqmXp1GnjOUrE5dKK0qQ,funny,1,COM5399
5qgqmXp1GnjOUrE5dKK0qQ,useful,6,COM5400
5r_dn0qfvB6wdNDrl-nVLQ,cool,3,COM5406
5r_dn0qfvB6wdNDrl-nVLQ,funny,1,COM5407
5r_dn0qfvB6wdNDrl-nVLQ,useful,5,COM5408
5ry0qsE7Cf0FMrkLZ-jO3g,cool,3,COM5414
5ry0qsE7Cf0FMrkLZ-jO3g,funny,6,COM5415
5ry0qsE7Cf0FMrkLZ-jO3g,useful,12,COM5416
5sS0OgV1pKHA0qdf2-lmqg,cool,141,COM5422
5sS0OgV1pKHA0qdf2-lmqg,funny,65,COM5423
5sS0OgV1pKHA0qdf2-lmqg,useful,189,COM5424
5sdHOlpOY-XM3kMWD1ItTg,funny,5,COM5435
5sdHOlpOY-XM3kMWD1ItTg,useful,3,COM5436
5svSUu6oTuZWR401B_dw3Q,useful,1,COM5448
5tYmlMZI2fAwB-niSuCFQA,useful,2,COM5456
5tdxtCFmF1JwiczTsVL94Q,funny,1,COM5459
5tqEwzLtx_K0NsLZc7OdLA,cool,6,COM5462
5tqEwzLtx_K0NsLZc7OdLA,funny,1,COM5463
5tqEwzLtx_K0NsLZc7OdLA,useful,7,COM5464
5trRTS3uF71JIvE0Wh6VDQ,funny,2,COM5467
5trRTS3uF71JIvE0Wh6VDQ,useful,26,COM5468
5u-9Y77hR1Af3DaXwrF-1w,cool,2,COM5470
5u-9Y77hR1Af3DaXwrF-1w,funny,2,COM5471
5u-9Y77hR1Af3DaXwrF-1w,useful,15,COM5472
5u-_nh1Ugxvay1i8yfUH1Q,compliment_profile,1,COM5473
5u-_nh1Ugxvay1i8yfUH1Q,cool,29,COM5474
5u-_nh1Ugxvay1i8yfUH1Q,funny,4,COM5475
5u-_nh1Ugxvay1i8yfUH1Q,useful,47,COM5476
5uAGiw3KcfkKPPXyhpwASQ,cool,1,COM5478
5uAGiw3KcfkKPPXyhpwASQ,useful,2,COM5480
5ufZpU3RaN90nAGc3ANxow,useful,2,COM5484
5vC8dba4PTrxxiYysfrndA,useful,1,COM5492
5wNo5Mse7whhk5lAVdv53g,compliment_profile,1,COM5497
5wNo5Mse7whhk5lAVdv53g,cool,2,COM5498
5wNo5Mse7whhk5lAVdv53g,funny,2,COM5499
5wNo5Mse7whhk5lAVdv53g,useful,10,COM5500
5we8A4PD7-NPodJfl8MeCw,useful,1,COM5504
5wuM0a4kxxfgTBv93tklVg,cool,1,COM5506
5wuM0a4kxxfgTBv93tklVg,funny,1,COM5507
5wuM0a4kxxfgTBv93tklVg,useful,2,COM5508
5wwjVyGFXdYNC7NWONh1yg,compliment_profile,1,COM5509
5wwjVyGFXdYNC7NWONh1yg,useful,2,COM5512
5yKAe04o1Ou5eyx05LZkkA,useful,3,COM5524
5yUFyvgraHfvqGIeTwTODA,useful,2,COM5528
5zi5l0eDWUD7BvDLLmnlGA,funny,1,COM5531
5zi5l0eDWUD7BvDLLmnlGA,useful,2,COM5532
6-EccW6YsChrJEpF5RaOTw,cool,1,COM5534
6-EccW6YsChrJEpF5RaOTw,funny,1,COM5535
6-EccW6YsChrJEpF5RaOTw,useful,6,COM5536
6-FN8ClgfapPH1iEANmoxQ,useful,1,COM5540
6-LNFxSqL981wfpVYXnpVA,cool,1,COM5542
6-LNFxSqL981wfpVYXnpVA,funny,8,COM5543
6-LNFxSqL981wfpVYXnpVA,useful,24,COM5544
6-cc1ApbOiNQQIDP76huaA,cool,17,COM5546
6-cc1ApbOiNQQIDP76huaA,funny,6,COM5547
6-cc1ApbOiNQQIDP76huaA,useful,38,COM5548
60Et4Shd0Zy86XgrjUnxIw,cool,1,COM5554
60Et4Shd0Zy86XgrjUnxIw,funny,3,COM5555
60Et4Shd0Zy86XgrjUnxIw,useful,8,COM5556
60_pu6hC4D8MZEmnXUMOiQ,useful,1,COM5560
61zLLnBSGrrWYy7DBhcJWQ,cool,2,COM5566
61zLLnBSGrrWYy7DBhcJWQ,useful,16,COM5568
627Lu8OWRXALGr4C3cv41g,cool,2,COM5570
627Lu8OWRXALGr4C3cv41g,funny,9,COM5571
627Lu8OWRXALGr4C3cv41g,useful,27,COM5572
62NRGQKXYuzQxNVa-hBiAA,useful,1,COM5576
62YuLL_8CW8JaBz-Rq0IIQ,useful,4,COM5580
63DmNG_1iK7NPm79xzv4wQ,compliment_profile,1,COM5581
63DmNG_1iK7NPm79xzv4wQ,cool,26,COM5582
63DmNG_1iK7NPm79xzv4wQ,funny,3,COM5583
63DmNG_1iK7NPm79xzv4wQ,useful,38,COM5584
63FZNV-yyZw4EaSsVmthKw,useful,6,COM5588
63cOOIW49CKCqg2EXXE7cg,cool,2,COM5594
63rXvI2c78BvnnhAhAgDNA,cool,2,COM5598
63rXvI2c78BvnnhAhAgDNA,funny,19,COM5599
63rXvI2c78BvnnhAhAgDNA,useful,6,COM5600
65KIaf-zAyTcD2BIGnOUVg,funny,2,COM5607
65KIaf-zAyTcD2BIGnOUVg,useful,1,COM5608
65ZxKLcAeQsVmxKcu3Orog,useful,4,COM5612
65hAvoTQMaLJsA0eZT5r9Q,funny,1,COM5615
65hAvoTQMaLJsA0eZT5r9Q,useful,6,COM5616
67ShsWMrkGi5u1OTaPXiAQ,cool,2,COM5626
67ShsWMrkGi5u1OTaPXiAQ,useful,8,COM5628
67zeCgKuGR5_E4_AdvXfiA,useful,9,COM5632
68cZ5ensrVIyueI74aj6Gg,funny,1,COM5639
68cZ5ensrVIyueI74aj6Gg,useful,3,COM5640
69RK9bRMjQowoLie6-ePaQ,cool,42,COM5642
69RK9bRMjQowoLie6-ePaQ,funny,40,COM5643
69RK9bRMjQowoLie6-ePaQ,useful,84,COM5644
69rN6ujvW27MRS7UPTkcRA,useful,3,COM5652
6ArVwEMl1L14DWzeE2p0eQ,cool,6,COM5654
6ArVwEMl1L14DWzeE2p0eQ,funny,2,COM5655
6ArVwEMl1L14DWzeE2p0eQ,useful,22,COM5656
6Au-iyttw5kQ1h5AG8rcGQ,useful,4,COM5660
6Bi27puz-RiHICAnIrwAfA,cool,4,COM5666
6Bi27puz-RiHICAnIrwAfA,useful,11,COM5668
6CIj_W8Q5kEQbL2iQ96ELQ,cool,1,COM5674
6CPKfz3hlZIr0Xmpj6-9ng,cool,4,COM5678
6CPKfz3hlZIr0Xmpj6-9ng,funny,5,COM5679
6CPKfz3hlZIr0Xmpj6-9ng,useful,16,COM5680
6D3Vi1RroRXKPcdLDEQxhA,cool,2,COM5686
6D3Vi1RroRXKPcdLDEQxhA,funny,6,COM5687
6D3Vi1RroRXKPcdLDEQxhA,useful,29,COM5688
6Dd6HyyV1AikF9bexIa7iQ,cool,2,COM5690
6Dd6HyyV1AikF9bexIa7iQ,funny,8,COM5691
6Dd6HyyV1AikF9bexIa7iQ,useful,13,COM5692
6Dzc8U5gRQBCXv5hC3VwCQ,cool,3,COM5694
6Dzc8U5gRQBCXv5hC3VwCQ,funny,2,COM5695
6Dzc8U5gRQBCXv5hC3VwCQ,useful,19,COM5696
6E-AnakuazceX1PW9AH8sg,cool,3,COM5698
6E-AnakuazceX1PW9AH8sg,funny,2,COM5699
6E-AnakuazceX1PW9AH8sg,useful,19,COM5700
6E2POavh8TdMf98Z7hvLsQ,cool,13,COM5702
6E2POavh8TdMf98Z7hvLsQ,funny,13,COM5703
6E2POavh8TdMf98Z7hvLsQ,useful,34,COM5704
6EtJ3XMONuKJgERV96Af8Q,funny,1,COM5711
6GcCANYJ5L55RKCjV_nWfQ,cool,70,COM5726
6GcCANYJ5L55RKCjV_nWfQ,funny,40,COM5727
6GcCANYJ5L55RKCjV_nWfQ,useful,215,COM5728
6HDoct4QADo0Q3r8dXmh9w,compliment_profile,2,COM5729
6HDoct4QADo0Q3r8dXmh9w,cool,57,COM5730
6HDoct4QADo0Q3r8dXmh9w,funny,12,COM5731
6HDoct4QADo0Q3r8dXmh9w,useful,164,COM5732
6IK9GwjNcjnLF3zVl70s0Q,cool,5,COM5742
6IK9GwjNcjnLF3zVl70s0Q,funny,1,COM5743
6IK9GwjNcjnLF3zVl70s0Q,useful,9,COM5744
6IL91r6GhlWY4nU43kT1tw,useful,7,COM5748
6IPYl2MbLAQQGnT2bCeaTg,cool,8,COM5754
6IPYl2MbLAQQGnT2bCeaTg,funny,1,COM5755
6IPYl2MbLAQQGnT2bCeaTg,useful,22,COM5756
6IgbGHd3hvalsQDBFKyfgA,funny,1,COM5763
6IgbGHd3hvalsQDBFKyfgA,useful,9,COM5764
6JLxNphyxKekb24gA4MjoA,compliment_profile,2,COM5765
6JLxNphyxKekb24gA4MjoA,cool,25,COM5766
6JLxNphyxKekb24gA4MjoA,funny,4,COM5767
6JLxNphyxKekb24gA4MjoA,useful,54,COM5768
6KD6v8FbjF76boF4OiRNtg,cool,9,COM5770
6KD6v8FbjF76boF4OiRNtg,funny,2,COM5771
6KD6v8FbjF76boF4OiRNtg,useful,39,COM5772
6KQrAmwODzCk7AKvW6MRZQ,funny,1,COM5775
6KQrAmwODzCk7AKvW6MRZQ,useful,12,COM5776
6Kq07UIk6ZmLf06ZnAT4QA,cool,1,COM5782
6Kq07UIk6ZmLf06ZnAT4QA,useful,2,COM5784
6KwXmmtQbsdZirm30jwXjw,cool,39,COM5786
6KwXmmtQbsdZirm30jwXjw,funny,7,COM5787
6KwXmmtQbsdZirm30jwXjw,useful,68,COM5788
6L6_Mjw7Ilu9CW_43_5_XA,compliment_profile,1,COM5793
6L6_Mjw7Ilu9CW_43_5_XA,cool,158,COM5794
6L6_Mjw7Ilu9CW_43_5_XA,funny,26,COM5795
6L6_Mjw7Ilu9CW_43_5_XA,useful,248,COM5796
6LDjPQvBw8BeD-NQmoQx9w,cool,2,COM5802
6LDjPQvBw8BeD-NQmoQx9w,useful,2,COM5804
6Lm7kr1uBjy5CVhIF48bSQ,compliment_profile,1,COM5805
6Lm7kr1uBjy5CVhIF48bSQ,cool,30,COM5806
6Lm7kr1uBjy5CVhIF48bSQ,funny,6,COM5807
6Lm7kr1uBjy5CVhIF48bSQ,useful,61,COM5808
6Ltu2CWIrRkeGrcogZyQTA,cool,1,COM5810
6Ltu2CWIrRkeGrcogZyQTA,funny,3,COM5811
6Ltu2CWIrRkeGrcogZyQTA,useful,16,COM5812
6Mhbp06FEhD9uxUGCCUmKA,cool,15,COM5814
6Mhbp06FEhD9uxUGCCUmKA,funny,6,COM5815
6Mhbp06FEhD9uxUGCCUmKA,useful,19,COM5816
6N5QysZVgyOBWoE3EWSIGw,cool,6,COM5818
6N5QysZVgyOBWoE3EWSIGw,funny,1,COM5819
6N5QysZVgyOBWoE3EWSIGw,useful,7,COM5820
6N6R1i5iIf3s8pIW18bSqA,funny,1,COM5823
6N6R1i5iIf3s8pIW18bSqA,useful,1,COM5824
6O82N7GQJz_dab6ZaMz1CQ,cool,1,COM5826
6O82N7GQJz_dab6ZaMz1CQ,useful,8,COM5828
6PWUTlb2hRu0SlzcE3IX0A,compliment_profile,2,COM5833
6PWUTlb2hRu0SlzcE3IX0A,cool,746,COM5834
6PWUTlb2hRu0SlzcE3IX0A,funny,377,COM5835
6PWUTlb2hRu0SlzcE3IX0A,useful,1011,COM5836
6QGt0MHFQKnDyAqCH-dKyg,cool,1,COM5842
6QGt0MHFQKnDyAqCH-dKyg,funny,3,COM5843
6QGt0MHFQKnDyAqCH-dKyg,useful,20,COM5844
6QsbdKKYo3bdwBy8cZy79w,cool,1,COM5850
6QsbdKKYo3bdwBy8cZy79w,useful,2,COM5852
6RHTmcnitrbbi1n8-mO6Fg,useful,1,COM5856
6Sl9FscLnqXmiuWa1AWy7g,cool,3,COM5858
6Sl9FscLnqXmiuWa1AWy7g,funny,2,COM5859
6Sl9FscLnqXmiuWa1AWy7g,useful,22,COM5860
6Sqa0g9UD9zPvXAjwjfGGg,useful,2,COM5864
6TaJ-5WZSw4h7vbxgRakCg,useful,10,COM5876
6UwARv1zgvx8Hz4Ja_pJ8g,useful,2,COM5884
6UyWzXGN1zLfGzdot-dAbg,useful,1,COM5888
6V2VYjmOI9VbKkwUM-1fwQ,useful,1,COM5892
6VD0jWckSenbPSukHxW6WA,cool,2,COM5894
6VD0jWckSenbPSukHxW6WA,funny,1,COM5895
6VD0jWckSenbPSukHxW6WA,useful,7,COM5896
6VJkakUzbc1xBLKo7tXl4A,compliment_profile,1,COM5897
6VJkakUzbc1xBLKo7tXl4A,cool,50,COM5898
6VJkakUzbc1xBLKo7tXl4A,funny,17,COM5899
6VJkakUzbc1xBLKo7tXl4A,useful,55,COM5900
6VQZtC97AE3xImIJIJvakA,compliment_profile,2,COM5901
6VQZtC97AE3xImIJIJvakA,cool,464,COM5902
6VQZtC97AE3xImIJIJvakA,funny,201,COM5903
6VQZtC97AE3xImIJIJvakA,useful,898,COM5904
6VhW7qAXAL0kMnbD-b3WEw,useful,3,COM5908
6Vl7hqDpyw8FE9QjMpSaBA,useful,3,COM5916
6Vq9laa1MJyuUvYqgxjqxA,useful,2,COM5920
6WO37S7VmuAojpNwH0d8pw,useful,6,COM5924
6WiMg5uVGZj3C3fxosupQg,cool,1,COM5926
6WiMg5uVGZj3C3fxosupQg,useful,1,COM5928
6Wqqxh8p4mRTxX7qdvLpRw,cool,4,COM5930
6Wqqxh8p4mRTxX7qdvLpRw,funny,1,COM5931
6Wqqxh8p4mRTxX7qdvLpRw,useful,10,COM5932
6XJuTOGo5uuuBuDtja1aPg,funny,2,COM5939
6XJuTOGo5uuuBuDtja1aPg,useful,3,COM5940
6XyQ3fGGMCVS1W7ma9chng,compliment_profile,3,COM5941
6XyQ3fGGMCVS1W7ma9chng,cool,440,COM5942
6XyQ3fGGMCVS1W7ma9chng,funny,38,COM5943
6XyQ3fGGMCVS1W7ma9chng,useful,638,COM5944
6YkDHoT-qjcbAAVR73akcQ,useful,10,COM5952
6YxQ_Jt57rJ-37We2X2WlA,cool,15,COM5954
6YxQ_Jt57rJ-37We2X2WlA,funny,15,COM5955
6YxQ_Jt57rJ-37We2X2WlA,useful,175,COM5956
6_8tWx3fEQDb32F6mP9V6A,cool,1,COM5958
6_8tWx3fEQDb32F6mP9V6A,funny,1,COM5959
6_8tWx3fEQDb32F6mP9V6A,useful,18,COM5960
6_k1GaRkB5W1f5G07_LuJw,compliment_profile,1,COM5961
6_k1GaRkB5W1f5G07_LuJw,cool,5,COM5962
6_k1GaRkB5W1f5G07_LuJw,funny,7,COM5963
6_k1GaRkB5W1f5G07_LuJw,useful,10,COM5964
6aUZ60lWXc5Eaed60Msq4w,funny,2,COM5967
6bwIulBhcPPBcRoozMFFwg,cool,2,COM5974
6bwIulBhcPPBcRoozMFFwg,useful,6,COM5976
6cHqWkKybRmDC0baS-4QcQ,cool,4,COM5978
6cHqWkKybRmDC0baS-4QcQ,funny,1,COM5979
6cHqWkKybRmDC0baS-4QcQ,useful,29,COM5980
6dZ5t5W471YoKzn1kG-qSQ,cool,2,COM5990
6dZ5t5W471YoKzn1kG-qSQ,funny,4,COM5991
6dZ5t5W471YoKzn1kG-qSQ,useful,7,COM5992
6eIeU7iBj0-zBR_LTpmjyQ,useful,1,COM5996
6eeQahwDDTK7voBJuzHczw,useful,6,COM6000
6fIv19lYJDYFGVURCRUJyw,cool,5,COM6002
6fIv19lYJDYFGVURCRUJyw,funny,6,COM6003
6fIv19lYJDYFGVURCRUJyw,useful,26,COM6004
6fk5m_IWZgb-KkkEGnPMbA,useful,4,COM6008
6g9OjFyJcytV8qsiewqPVQ,cool,10,COM6014
6g9OjFyJcytV8qsiewqPVQ,useful,20,COM6016
6h7Hgb70VtTkuD0RK7Ublg,useful,3,COM6020
6hGfAV2jw6Mw5DCWv4SHFA,useful,1,COM6036
6hQmqZmkK5C0QUsC_94sOg,cool,1,COM6038
6hQmqZmkK5C0QUsC_94sOg,useful,3,COM6040
6iMToU4ZlClfYqDXHIf6pA,useful,1,COM6044
6iSB8yyDUvpVYVoBDhgJfA,cool,17,COM6050
6iSB8yyDUvpVYVoBDhgJfA,funny,11,COM6051
6iSB8yyDUvpVYVoBDhgJfA,useful,46,COM6052
6j4NN66UESCtdcNJulB4fw,cool,111,COM6066
6j4NN66UESCtdcNJulB4fw,funny,40,COM6067
6j4NN66UESCtdcNJulB4fw,useful,346,COM6068
6jQ7fQ7LkrNFFjLFpWc5nQ,useful,2,COM6072
6jQWqqIj_pR0rn6aI4v_NA,cool,1,COM6074
6jQWqqIj_pR0rn6aI4v_NA,funny,1,COM6075
6jQWqqIj_pR0rn6aI4v_NA,useful,2,COM6076
6jjHo9Lilv3kTy87pm2ycw,compliment_profile,24,COM6081
6jjHo9Lilv3kTy87pm2ycw,cool,15929,COM6082
6jjHo9Lilv3kTy87pm2ycw,funny,6285,COM6083
6jjHo9Lilv3kTy87pm2ycw,useful,18013,COM6084
6jnz5BFa11a6nVvdSD54CQ,cool,8,COM6086
6jnz5BFa11a6nVvdSD54CQ,funny,3,COM6087
