user_id,name,review_count,fans
1eobtXVpVr2Ubnl4SklgPw,Ellie,94,3
6fIv19lYJDYFGVURCRUJyw,Christina,41,3
7oKO7KWbXPLVLRa7n4ox8Q,D,146,11
qGzfObNk9oGKlAkIyThTEA,Dathan,55,5
NRpdbdFNZ8yopegtqSOrVg,Amy,19,3
jtz7BwON80c1LW_W8K8K5g,Ann,20,3
R_UioOhutYdBDKOeo6O19g,Gypsi,17,2
LrBdK9HdRUHubu9CJVkSxg,Cat,431,106
nrM2sKte-cdspbE7BPy5sA,Cecilia,9,2
iQPmJ0xdeXUT-Ux-oi2SZA,Meredith,68,5
7mMszFLiDCeZ79BP18RCHQ,Linda,12,1
gBgfrQcgaA5YqDB5zIaAkQ,Lisa,120,1
habbwWPgHlQBCxfKgfg9mA,Jackie,31,0
voqo3_j9PfQXzmJk65f2qQ,Sophia,110,4
q_oGCSOUrrv3Tx8QMLZ1bQ,Jessica,65,12
ZkCFOQ4oq9mFueJbpP-Vfg,Laura,30,0
i7WbiRg0jr7v0pd95zQYLA,Jenna,10,0
Mm7wylAsK8UYg190fcIa6g,Angela,13,0
wpZ-aszsMc61-cGKLv-wUA,Michelle,110,11
IML25ULTDCnR_o58BIQWuA,Giga,146,14
2n2XJatHq7j6RQgAaYDbDQ,Annie,47,20
upHT2ZgyDXqMY_kG6q_vWQ,Suzanne,33,2
E2Rr7j9k3MulL_zkYVqzdQ,Briana,42,2
uTbnpNPxlOFAo-3OVWEVZg,Kelly,106,4
L8NzGlq8ATCfK1TUOCHQSQ,Karen,35,1
B_4cl4IGRqYb0wQSe-rYjQ,Tyoko,328,54
CnCKidH84Cnc1m-O1Get3A,Samantha,115,9
MvzYrt0NPoUu7WXelEBbcw,Jen,88,3
hQhW5x7P83KwGuagwHIBwA,culinary,104,6
ak3rCvTc6zjQXUhHMvBS6w,Ann,76,2
XmIyqvl9487pGH7gvrkjgg,Amanda,286,38
LPJOO_SBtFj0brjjUFAT1A,Tiffany,57,10
koq1nswcUyMFXiud3PEYBQ,Amy,755,64
N_VMvn6FZ1M3wHlCivrxnw,Jamie,147,8
pQgGzyKEudNWFAkwfoaIQA,Shari,59,0
RobKKEVEVI2vwxfmmhFRFQ,Deborah,23,2
dRG05n88umeka94kY0XZnw,Jeni,76,7
OHAb92B1-ZXkh1oDtzFyDA,Laila,71,7
0R9mMCjdMJfNL0DJajtQMw,Roxx,111,115
8B9tUrRzzxMNRDB0slM5Mw,Gina,73,5
8btjjkWbs_3PJxJnM0vGwg,Huston,117,4
ivb-w7HzLI5FuGXoElq0hg,Jessica,175,3
raxRdXjLzMWj1-GjnjD5vA,Stephanie,58,7
zM10m6bg-qI12nnQWsG-EA,Jessica,217,35
tmDmdijbguvkUvvaOzGEog,Jung-Sun,58,1
15o_jfZKohxXMbDgEnmUsw,Melissa,9,0
CKyifzVxZ4A8BLNgt3uJtQ,LJ,108,7
AwWemsDiPphRnnqn4PpCbw,Derrick,143,2
pl8sos2na5X-UafU260FUw,Rica,94,1
QcoPS62Vsa7JxKPwvPXalA,Meghan,9,0
-UhIgGRol4LzlGowNRVfug,Samantha,32,0
5nKQ1Tt3Ilcc7nUEr279gQ,VA,407,29
i-kocHgfqGyr2FSbpKwxhQ,Colleen,171,3
h0gSvO6acSCKEXfWLO5Lfw,Leslie,58,1
lIYdcbbyVdlLk1NrCnEJOg,Christine,22,0
jqbtmyHhOu2r-2qg9desOQ,Natasha,14,3
JbvXxvvgMYvkGgKGUUOhUw,Christina,187,10
Qbk1A10TUadH3GVb9ssyoA,Tara,10,1
Q1TD3mDG4cAU4XK4n4g10g,Megan,19,0
SJdCIWkFtb7XGFXINzAz2w,Francesca,17,4
jUuQbzVyKr8vYY9kRqn2Ag,Liz,7,0
T1Roa_rMKSB8k9OuoKRw7w,Abigail,106,23
Kdm7zgjv1hng0FHYj49SsQ,Mindy,5,0
71Ua9ljmvYx32YQ5ssZHXA,Mariam,7,0
TRiABhKTXVNmnqXy4DP5LQ,Lau,344,22
KrxeU0_dtdsTQNu3YmBBiA,Lauren,26,0
AokpGYoDAqFkQzReCPlNGg,Amanda,108,2
WtZaKaHiGs6yR1ic4pdAew,Tina,46,3
sulmEWFVWQLVqNMJmb3HRQ,D.,65,2
6LDjPQvBw8BeD-NQmoQx9w,Alexis,7,0
HMbAxW5t_BqoOTuy1_lw5g,Ms,39,0
PtUsmTm2WZIZMd7KiIhcdg,Anastasiya,94,15
_az9nTJGymkQOrIpNIENGw,Seay,26,1
K9kZlVsh4nDn3w-sn9Q6EA,Julissa,61,4
YuKIMwPBStbQ8itLQ0Yj1Q,Kay,80,6
didAbDPuCU-9F0QcUhC69Q,Sherrie,20,1
HxEXKXds50NRPSGLUeBYnA,Lauryn,39,1
dn0Q-FwkDbe3WYCoKnckbQ,Shaun,8,0
Nm_wYfy63qBV65IIaIq_JQ,Savi,56,13
fCfYSpGOzFHZZ9VUZqQ3uQ,Linda,33,1
Rm82fHT1L6y1IRMO6ZGGAg,Jessica,40,5
9djH4FrXXbuv0ogIqNsWgA,Mayra,405,221
pmW7bjLwCfPl7VfyK8ZNqw,Tykisha,4,1
DZuB45xQbERMAbFq0HNFYw,Anastasia,13,1
MqaFSrtT-QG9erqsy9dV_Q,Carly,48,1
Ql2YCJ6WcI3FEUGZzn4lZQ,T Lynn,19,3
BhBNFqi1NWcZ4YCLyyVABQ,Anthony,8,0
rCIwoR_Jo1hDjLjxPALr8g,Kathleen,81,2
ZFJIVmQmAyoIqR3JWDSL4A,Peggie,9,1
6Sqa0g9UD9zPvXAjwjfGGg,Lauren,5,2
oDTAf8aROQmxEwqnqi_euA,Kelly,224,13
KntQWwgQeoSscMznoL8O5A,Shannon,26,6
yQ7fzT9yuWZsTNxy9CzUPw,Lace,4,0
eJlqEhft0g4mLVTlQNTOIA,Elisha,1,0
eTOetOhOCjFpPlYAu1mw2Q,Adam,42,0
gAXJD0Jrxts8hJHNMtKpDQ,Chelsea,15,1
tUuE-ufDGxKUqwNnQbnprA,Sarah,47,1
WqUGDiC-K3Ooy-3C-oJj_w,Colleen,19,0
fWp72y6afnZC0Lc6MPcSow,Michael,8,0
klxHKDBLwnT6vRLLvQAUEQ,Sarah,5,1
t-MOljOMXkyaW8WE_gWV0A,DeAnn,100,2
Cy95m44Rc3Zwvj5f0wh4Fg,Lauren,28,0
yn-J8qxw4RR-yaE0a6jo_g,Kruti,228,11
NlptiOcRUg0CNcK3IJsAbw,Chris,10,0
2LfAnsDKkf32TKkk9vixww,Tahirih,122,19
qxWdVSnG0We8bhutIqCLMA,Pamela,74,6
W1YB1sIOd_AYNDfqW85VJg,Miriam,25,0
J59mFobDFK9GAxp953gbtg,Melissa,3,1
uFTK7qRzB9B7Q4vaGwP2UA,Renee,297,10
sBQdEz4hlMRLHu-ZQStWlQ,E,400,6
tYqgxSbg-Oxz6K9Mm-FuYQ,Nadia,300,16
7ws46vccmXYMobrXRfg0IA,P,11,2
azmpOk9aG8y_oA4_cVhc8Q,Katie-Ann,21,0
H4dtnN7GO2f0Z_uLTRf-yg,Dianna,20,0
6PWUTlb2hRu0SlzcE3IX0A,Alexandra,339,76
a2PnsQnpVrt__uQeaG6ocA,Madison,9,0
lKg4U_BP2jMOaYitutr35w,Virginia,2,0
0QJJjzE2TmKb3_yi4lnroA,Nikki,14,1
LQ-FEkzw4P2OwEM23PLbkw,Raymond,99,0
CsGGDCaq4-SLiVs5PABa4A,kelly,39,0
9oqdAzNEMB_ky15_mr5ltg,Stacy,25,1
BRB00k8F1P1MfAt1fb4LHw,Joys,29,2
1lM6J7bmIjgIY14Ey6SdRg,Cesia,14,2
H4SudreyNDtBB0O9WPH1vA,Gena,128,1
8LCokzbgxzr1bTDre-lQsQ,Martina,70,1
fHPjHPkxBch-9rpJ6y3Ppg,Abby,55,1
lNrqMLVIbGFAV-WIO8Hfww,Nadine,11,0
fNzKRGLUeSizbiTGnHF_cw,Autumn,19,0
MQJqVuvsXC0__R758qVN7w,Sarah,32,1
-OOq_cR-mpePWm5xX_1UYA,Jessica,73,3
G9P3h7ZGdbdc_Zt6IKC2vQ,Amanda,873,75
hPok3dkxDkVh-roq5CffRA,Sheila,85,3
e5hwGgorUG6KX-eSO_UCcA,Mari,527,20
UkQuDLIUIQ95UHAb5BfGOA,Anya,14,1
MOgIKbGLH1z42Hh8o2DDLw,Alicia,4,1
PlQKBU6nnfAsBrEeZjXvtg,Lexi,14,0
omHqIL1MVgugZ-sq1IDcCw,Katie,102,5
LBesrqNV3FRLH-OqjCuqlw,Joy,80,1
VqPoRMfmU3Qj2RVVMTCznQ,Fadzai,91,5
bqFxF2C3HJTkZTyUHJSusQ,Amanda,6,0
F8sPX92Ox9_kh8ersOvZng,Constance,40,0
GtiUVfth9qmd-U8fC_RdBw,Laura,352,1
cqMzIjYZ6IqRi_ma9S11hQ,Joshua,168,17
PMvv422La9ZcskPgSfRdmg,Frances,21,0
nXoMel2fnA_dbgtZgpS0Uw,Kamille,223,35
NIaj2mcreClg7-_YMcev5w,Dalina,154,193
G6n_mg9Bxe-RbZWwcYen1A,Shirley,3,0
NGz0B066hQUEQ7sQqmuqaQ,Alex,65,1
P8xXd3up38Dt3hs3P45jcg,Brandi,3,0
zo5yKFeETsG2wGUAAMcA_w,Elena,151,14
_QN4iTE4_wtEWr4VUEvv1w,Maria,11,1
uD0KAfRRBBXqhWefv3A-CA,Cyndy,107,9
hwmE-EKNw4FgntGsRArj9Q,Rachael,25,0
Fd7M96c4cOzB5yqiKYACsg,Lauren,3,0
oqQdWrQVozHPa4tinmlc7A,Jenny,97,15
El8GgKP1SIxBldNkVOlUEQ,Diane,78,4
JeWTzKAW-kc4GfHi7JSfmQ,Alyxandria,14,0
FrOaFWq9xFUScVwp0hTFsA,Danielle,42,1
an6T8SbgUWyO1BeojxY4vQ,Denise,13,0
LlWeAVgaeHqvW_lyB6wgeQ,Ebonie,30,0
Cm3P-uQfjLJXRqEI5gvffQ,Jennifer,10,2
OK4VY0p7mn-WUaLlMajD5w,Sabrina,20,2
TrLXj4Lg_5z6v3VcMADsig,Jennifer,9,1
GSsOv-kwuRnp6zEjAjQW7Q,Nina,34,1
v_dSon7xrLbqZm__ARVk4A,Renee,158,5
EzUMpvKb9Lhhr9dAwXLSZQ,Colette,3,0
fMEs7yUEdmbmc2LVDFAYMw,Cortney,11,2
rVN0VzcakDwxlxTbylQlIA,Shelley,140,0
1pxZ9wbB61yQ3bNd_A9tLg,Sarah,34,11
U80tfjOXSfPLmLFjQZTBDA,Marissa,52,3
23-EZYZ5STqNbbdRMJDlWg,Astrid,3,0
SqCii0VTqRdUmg0MV1LEoA,Kevin,8,0
z_skqcWsGwOrdgenWd6YOA,South Riding,142,5
MLD8S-CZg3LWMfZnrFH-nw,Jennifer,12,0
3xhnM_Y7LkYyEr9e0EfXSw,Lindsay,46,1
KIwmqfcD52OnCxPLxEvpIg,Maryann,157,28
ksJKig8KGdVA87-JY3mbFw,Katie,20,1
lvxpndNDrsMSpMvpQhw9QA,Rachel,15,0
MvFilqPBPuQke3AjVW4baA,Caelyn,53,0
GE2we6d1KPwLjt_9RbBdig,Caitlyn,16,2
EEMTEmQcXcxlJdAjjliQ1A,Larry,538,12
L6GQJxkvy3Lzq1WBqvTRhw,Ashlie,11,0
2IlzzihbzbAr_ilGA7tXrQ,Savannah,22,0
kp3LENNQjPrGuGRs_XtB1w,Shannon,16,0
gjzxk8h3ct6lcHSlJ5kjow,Kiva,99,21
jnTN8_C88TY1SpyL_F6kLA,Aubrey,13,0
kqvYXBqi60q6pB6klVlRBg,Tawana,8,0
oz4aMd8uNj3H2EuMLqVMqQ,Ciara,18,1
JrnNg_csIfWKyZSae0zcAQ,Gianna,2,0
5v2D6lfwTZJVuS-TQjvyfQ,Daniella,3,0
i_wjo8BNjCTXvNio-ZdQhQ,Tina,44,0
f1uHaPCtfw-zl_Zh_eoRQA,Sylvia,9,0
U0v0w4OnyT780MKF9f8-kA,Toni,21,0
BhWMosS6cKMceK4JPdTzQQ,Juliana,3,1
_BPHlFDFN-AXntljOSDupw,Alex,8,1
7pTyIw-1ODX5Y2bKFyeovA,Thalia,50,7
SPQT8wC1gFX3a-EkXkhgdQ,Brigitte,413,33
--wrBTUWyJ4QOoULiqt3kw,Mike,4,0
N20bAA6qm3SNlx0LjdZb2Q,Nidia,122,26
NT7AzOwdY1vcmfHgsQH3Kw,Kara,229,13
lsFKkZ0CVL399sPGxs-Yig,Heaven,62,2
6KD6v8FbjF76boF4OiRNtg,Alyssa,25,0
15LOg4GQhYvHOKqFvz11LA,Nicole,32,1
C4_lh_xIH9mVsUgNltAaZg,Serenity,52,2
zB74PWMCR1rE_vBVmYMf7Q,Carlyn,10,0
ngMcviOSWATEWmEsNSGC1Q,Christine,84,4
BlyxWF9qcwqQfmFCzhAf0A,Michelle,4,0
EWgHJFMmplsnphomjCaSHg,Ninamarie,7,0
nz4lcQtula9W4iwyS3Z5Gw,Meggie,55,5
R1S3SDc6ZBb_VTN9MK2DkA,Robin,8,0
YshZdVSeAD5tF47jLvoCjw,Terry,12,0
5Tvbtxtp0DEYs3bCdjDQAg,Lorie,7,0
xFeyKub-ppks20tF8QIgLg,Theresa,89,19
lr3BGirD-54_-p07eQj8dw,Stephanie,129,9
QXMQZGlFcpsmWsP5FBJtjw,Courtney,31,0
9tMqer6uITBQHZ6EF_8acg,Jennifer,78,0
kQgmjLksME7DbDlP9SpInA,Reen,610,68
6s_WPgmk98JxDpkVW6hgvA,Melissa,66,11
gD1P0vsxoyxhQfeLq7VNOg,Victoria,44,7
bmnRyk630Vn7W_vpwNDhiQ,Sara,161,9
bFKtAr1arDsuUcdIDGEMIg,Nicole,10,0
FgrpZISM_Mqt4cHQrJOrvQ,Lil,19,0
5D9N7kIdx7JwGm__51mruQ,Samantha,9,0
TmofZPOpz-dvUO-vipa1bQ,Francesca,20,2
YDscwNS2K1Xu3PvVjH5yqg,Cathy,23,1
kf0kx9MFtmKMmjLn5-w4cA,Jessica,5,0
w54D0ORHSIFBNT8aCamsCg,Angie,9,0
3jh7iCFg4ArvjDqdne1hdA,Amy,12,0
akh2GdUzmwvJHDtsNmF-fw,Rosana,2,0
fb6GGfg15x2W9fJ4hAQJ0w,Danielle,139,41
n7ug6LvwWdgkHASiVdF5fA,Connie,22,1
V0W_fNBTkRTS6UduyxgAIA,Patricia,31,1
orVm4gE7adLS3AVV9ahT2w,Naishmarie,9,0
GwRl_GaCHH4rQZ--yivZ6w,Amanda,173,24
5IMJBzkJx1e9dZOjXMCbxg,Gianna,84,2
moEwCn7gNEsw6pOWEaqrdg,Sebastian,8,1
5-QUUjwxRA1lzNaAJlQaJA,Caitlyn,5,0
QcnxPydAk8e93KRUxuFRAw,Lauren,3,0
ZIGD6rLu020rx7HYCpqPLg,Gina,25,0
2_LqnaeS6iZpnhdnEJwQOw,Katrina,40,2
FFLrxFluMXXMfEtsjzGepA,Charmi,62,2
hXDmnMVbICNWbEUj5Nt95A,Carla,260,17
Pd7VFt4MRx_SWE33qa1ExA,Damarizz,4,1
u79vodV8V6WfEV9pYYc7GQ,Jessica,80,12
Eub26UAwToDC0ucRMKJbWw,Brianna,5,1
h2JGfflumxZL0JNUGmPEcg,Sera,2,0
3osbGhaevG4B7W8xF6GzPQ,Bianca,6,0
6dZ5t5W471YoKzn1kG-qSQ,Nader,21,0
KI26yycq-31Nvc1jGrKnQQ,Courtney,9,0
2_GUWl8OOnC6eDar2Hbhow,Sheri,56,2
LXA8c-ebM0Dy_pb1QSf6vg,Christine,46,6
2iqbObo-Btr9yx0lf7MDYA,Devin,283,12
d5t_bWOHQ14zGmr-68lCdg,Brooke,1,0
Vi6lc68vWJ4DxMUDpTQzEQ,Crystal,10,0
J0Y8yZSRNbDsOVvRi4fWlg,Calista,3,0
9-j0mngRBmtuR96gMNjIug,Cynthia,143,25
TH1hg9h0B4Gqlf7cYyeYBA,Sierra,255,15
87HVz7-Bm6UmlQIVub9V2Q,Mirna,3,0
ItEymkXAT6Z8Zziv8S8loQ,Amanda,62,1
zl4PgUsBVNYTynbv0Z4jmQ,Terry,2,0
K8If0Hg-zwLoySVw-yyM-A,Kaylin,12,0
tSy4pIGeVMfwf3oNWY4uww,Sami,4,0
NA5vxXUXNqYpEPJC2FNyKQ,Danielle,5,0
lqxxCpj6tGuYMZ_WVXyJbg,Liz,36,4
Q56nkwfZTJdJdduHtERHpA,Sara,9,0
Al2pQXmvMInC8zZ7ewQBJA,Angela,8,0
l-TOqIxhRGlznRW1C4hrzQ,Carolyn,128,26
-DxLO1mpm0xYXRHelKbvYw,Mariel,31,0
7vdCw2Jk1ck8vWHbc1Gfuw,Kristin,40,3
TyZXf0m6Bkok9z7fXFleLA,Erica,16,1
vl8rqTIqLSFdKpM72XxF6Q,Alexa,11,0
__OUMzh8ZhcppzVO3Sb9lg,Nicole,202,9
76FUZxFH1onjqgQFTDDTVQ,Sandra,36,0
MBTWJJx-cR_8vd7YjXaT_w,Brittany,19,4
Ewwpe-ws3YhPwF4qTeXO9w,Patrice,4,0
L90JF_h-3oy4Q60wTnOuvw,Maria,309,17
POqS_80wC9oFIZj7-jc-sg,Celia,8,0
LjDXQEW-7YY9mZUpbcWWsg,Ali,7,0
8aXerGWV3V7roC-wYwJMKA,Edward,31,1
7LaixdSSsYp7lu59v76rwg,Courtney,15,0
3IcOPE6KzhOxvcuSV_E6yA,Sfm Crusaders,64,1
71jNJThM8UT2f9hTalsNWw,Heather,7,0
Dn3m3vbU5jkcaOZLZpAPug,Kayla,11,1
jcRR-NYc8Iehh6L4tZMSqQ,Megan,42,3
-YgTaRHPf2W52A5Vtd0cuQ,Carolina,37,1
nZceu5RbhijnpmkEvJShLQ,Eric,53,10
TPEm-CtBndH5Z6eoTyX8xg,Kelsey,28,4
D8vOTq5vXvUEHl69dOgCaw,Tiffany,29,5
vLDwGR6l1xcWQREuqv-KFw,Camila,37,1
7DEyddzwcFD1bbt1_Z7jiA,Tamra,97,3
CVmwPHlwHVX0L-EvWxmd4A,Marissa,8,0
pST9zkAkcUM7jfyQm_fO9Q,Lex,1,0
pmsCM-q9C9M0T21Bug_V_Q,Allyson,29,0
zY0VRTiaW71b-0YiO5HnxA,Angela,32,1
6tJrZqiH6nkS5ptg4hsQrQ,Lorri,296,22
KEBxV9BAxNTiNHP_CElsRQ,David,308,26
eFkIzNapoSLlsYqYn7Am2Q,Linda,67,0
XfW3NZ2v08Vi9hcJXwLWSg,Erin,27,0
TRFyKGJ4cDtKIAPQOFs2HQ,Ashley,100,8
FbvSEZ-yOzmtA64iekv58Q,April,48,1
xn46KJvg3eoSt7fuR3WcQA,Megan,37,0
Kzivx-Y68bqUUpSWOYCB8w,Ali,2,0
2znd5zTPF1wfwF6sf6xZYg,R,37,1
269kad9TVBjLGYN1oHRmEQ,Natalia,284,30
wUTxOe72XbfTmZSnyBl-pA,Monique,30,0
mA-y8q4bRu8ZxK7VZG6DrA,Michele,8,0
c7-8ShkIVbOFmNApTjhmfA,Thelma,29,1
-SZw2QRYmpX2S_gz_9mf_Q,Jessica,7,0
uCA8bN70avLolafUxEPmkg,Ambur,13,1
MtvmDrFgN6IBTMcyNpE4eQ,Dru,11,2
-7lnZSIDtGid2xkwTGtq-w,Sherry,23,0
zJmKwesSxBWDY2DPQh8Zdg,Thomas,459,32
TeW31qmsaSG7QQiWpiyejA,Renee,5,0
tybmkY6QsEty7SoL3BPIzw,Rachel,11,0
pRfcZCMqLf0G12DixHqWKw,Linda,22,0
DMI_2xNt2Rl6Fd2aEIuXBA,LisaMarie,110,9
IzSmK-X9II9HXfARHFlJNw,Eunice,219,1
yj9RJh71qI4N-ECFPHzeYQ,Alexandra,5,0
ocSJdWHv-LfBgc368labRA,Krissie,109,7
UM5wmpYW96H-z5x55Lzrbg,Laura,31,1
kvyAIhIifrxKDXExNjYQEQ,Evelyn,18,2
Yn6Kie6UsXl-Mlw708XUGQ,Kayla,16,0
twC4gL8sGiEtjyL0yCtimg,Samantha,37,4
8DQ5T8pBTCBEztjMzlnj5A,Rothschild,34,0
1OxEetU_AR5JfTeBPj2IBg,Hannah,23,1
_YBkSDN89Cv2xxByj-vJPA,Bianca,4,0
Sii7FesspLggbdLVMuReBA,Angel,99,6
gMqw47BdVZwsk75lHVNl-Q,Sue,39,1
7Iuq4HmfqUqvl88n2TsHfw,Lindsay,34,3
6-LNFxSqL981wfpVYXnpVA,Cindy,29,1
b5Rum8xUeUMC4cwWqG1igQ,Anastasia,23,2
UdxwjYmWY6TfleVxRTvmlw,Bre,12,0
OVPFOIowwp8Km6eEkwp5WA,Kimber,8,0
dnPB91bigkP-PHrswK7qyA,Joy-an,8,1
LX3jWYCKao88Ug3DPY8GDg,Anna,4,0
il2Q17TWfD2HyUdP2Wz2Zw,Peter,51,1
gzF2ebIQrJ_Hq33L9EHsCA,Mary Beth,81,5
KPFnDcZAvAUmqYH_Oiu_TQ,Ashley,12,0
CWegzagBaz-zlDHW_ENp3Q,Katherine,16,1
5nLsZ3ouFAlysZ8QICEaTA,Magaly,36,30
hrgSUZ4SlWXKefuE9XAcSg,Bryan,11,0
ld6KneTh4gp4AdYUakq_hA,Emily,25,0
7Xdq9AA6-MtypUal8HtABQ,Courtney,30,0
pFaKXaVUQFbgPkqQKvNPJg,Cheri,10,0
Lnvzb2kxl_2kEMHJOLxWiw,Nikita,212,29
loUjZyYvSux8fy28vFbvHg,Mona,2,0
7Cedyl6Vh-t-ycLxqI1ABQ,Nancy,24,3
S0HVwmbJlPxpoPesa1Dqnw,Kristy,96,13
R3GNqiFIOaVjKpDryfzvuQ,Hannah,17,0
HVIZblJKFFMa2T59hw5GWA,Suzanne,19,0
rZPAUcYvFgkPiKn6ADvLEA,Helpful,24,0
g6oRihnQNJbHA1BFGCjK9g,Christina,143,8
wXEq5_e7Q51OOBBAOzUvJA,Kristy,9,0
y3MiMN-cdITJ4IPK40bLKw,Sara,103,10
gsbIzzrAJqsEgN63Rt8RjQ,Allen,49,0
8iu09dJ36sPQIYYXzp9k_w,Jessica,86,6
NCGd8Vmj2T-2h8sHyLpJlQ,Michelle,7,0
_hxia4FdKCbNo4Lhf1jm9g,Carol,75,0
1mvlFuhpc1eW9rjBOwizsg,Ashley,4,0
aWKQVldq4b5VDBivEjbdtw,Cassandra,6,0
MBgDAOfVEqYQTaA0qM9FRw,Farah,53,2
MXruF1YwayObz_QCw5vFUg,Blanche,12,1
LNRGuW4z7toRnW6UTEG4Ig,Emily,113,1
DJY5Z9GaTEwJFo5jId0jsw,Kit,6,0
eGN9UDp1-9s0x3AIyXd-dw,Brian,22,1
Ne-OfsXAcjy-q9O8xNz2xQ,Becca,6,0
kA4HsAXSDiqBZrJa5zqLzQ,Tina,67,11
kijBQgOlbHaspQB7kuiysQ,Ami,6,1
nvOZyscMMFgziv91OrSn-w,Blair,9,0
206CtnqAIyDXO7Eqz6I9ig,Anat,311,21
hlMVfPT2pO3IGDX0XVJYGA,Tish,22,0
9dKXZ39kCBAiAd8g2X0VYg,Chelsea,8,0
oVQ-FmzlzBeqd__qZNGBMQ,Christina,2,0
tdqpsEVTS9ksM8dHH03PVw,Jacobe,5,0
pOF_uRdkMMPv-DmHS5efAw,Lindsey,36,0
9CjcpeJitRQx-hlxwhrpMg,Anna,190,10
XS6LEJoORdlpd6NnDKSpKQ,Amelia,56,6
S7DV-WiGhy7gEb8Zb9FA-g,Kellee,5,0
xSw0QfcTBTJjWUH-mh7AIw,Lindsay,34,1
he1H7O028-8RMWduSv0Rig,Eileen,60,3
i48cHEyRBl5g9_npYIG7dA,Vickie,213,35
seCeEjqhAhGFJvzNnc75ow,Ashlee,24,0
W8IyuBdVTi5Mg0uJ14NATQ,Alexandra,9,0
5UowAg35JaQX5DBQ4v7_Vw,Reta,1230,57
FB5-l0dWsUYe1vIZxaj9TQ,Angelle,41,1
4xGkbI-sf9n4QWpbP42b9w,Sean,4,0
HbBiay0q7XYcSRYM2q8asQ,Kathy,13,0
kQquIft3HOg3BDAuxT7Knw,Cassie,24,0
s9CqpmJOntfRvkWDV2VBnQ,Jetaime,4,1
iqrrTyAO0NABo18XBNJbNA,Megan,139,9
Vy0yAv0kWN843hR46CGYoA,Ally,3,0
-arFUdzBRXIYPTb1XT8uQw,Jess,5,0
kxUH_wy5gY4qqYXREUd3bg,Theresa,37,0
WdUZIFKJ1TVGMT3roJmdow,Tali,3,0
aw48higMe__ZuAuLO33hHw,Teresa,52,1
bbvofAPcoXNhYT1fFND7kQ,Jillian,12,0
Cr1q7ZGOr2vcSc3tnv5MPw,Gina,29,2
oNB3hiWxLrqiu0x0GYo-dA,Hayley,164,21
9ceqo2PyCzwxuBGXGg6FJQ,Serena,25,1
vgZpri2VBKUeDv3oVmLxUw,Julianne,41,0
uQL-fNMqRPqysomgboaX4w,Alexandra,24,1
3GXPuSZNRB7l-EB7LU4IDg,Erica,725,109
1gmdQ5QxX4lVt7bUD97Lmw,Carrie,6,0
ntUEQtzr2kkfGvMGfpnRUA,Shea,18,0
v3O6RBlAzugXMPY4eugKRA,Amanda,89,10
ExK1FdNnETpyZBh_jD0niA,Sandy,2,0
6s4JrU2x37epSDY2Wsz4iQ,Megan,26,0
5Oqx6EZgfE7JHh_76mvsnw,Sherry,22,0
kw7m-JLihaUEU9MFWF5nrA,Kathleen,7,0
hdUp-AyYzAGApIr940KIQQ,Amanda,48,10
c25Zvtw1ygjLEUdagKs6Nw,Samantha,73,6
iSjFk2ihK-KQbo_hQVKsgA,Avery,14,0
3se7iim_FhuRmxS60-ArjA,Sam,2,0
cQO73Mfo8u4bgtuC5x3x4g,Lexi,23,0
YVxH73v0KrtFvOMvAAubgA,Jessy,9,0
i9sFFQR64-6mCUnLTiS3fw,Maggie,12,1
GrS3zi7kAe3ldPGI9IBj1Q,Amanda,56,2
DzLb4V2g-KqSWN2VsDL5NQ,Sarah,59,38
MtN9UepeWnYWkLtqd8LvWA,Micky,3,0
v5yqFMz0JL0wT-t3xx6QpA,Dara,14,0
KHXkZLc10Hts3w6Vll6aDA,Ayana,14,0
O9uQwIiqUQkAJwqPdZOujQ,Lena,62,2
FRqv6uBSA70NdXwBWCgzNA,Erica,9,1
uHJALY_RXgOeHrcTJx-Ecg,Cristina,6,0
AAr9m5RYlPs_33F4h-RmFA,Michele,7,0
N3M2S-kO5LR_P0XEtkzhOQ,Tiffany,22,0
IJ1OWHjD9jzpN-GSUpRyxw,Madelyn,42,1
JfRSwuPQOnqWrnKsCotAuA,Patrice,201,12
vl6FcHvQV2ZKrgWJGf5WYQ,Darby,35,1
5wNo5Mse7whhk5lAVdv53g,Teresa,24,0
GHQ0Kb3Gr7AbXh2SpUnf2g,Brooklyn,17,0
oxpfSR5tm2ClwF8TpriIAA,Yvonne,2,0
MSQjDL6q4RmsGrP5Bb5zOw,Evie,11,0
BhGQUmzXWv5eNaCy76zhGQ,Melanie,8,0
UDTgG9lmGxmQ-3xAybvl-w,Brooke,65,1
a3zHnBjh0lWuD4YfsxOJ3w,Hannah,3,0
xaXsTmC-QrnyFX_rh2Wihg,Derick,3,0
HWGLG6suCnwpgx5vVudeKA,Rachel,128,2
PBsmu1TXH_g4K4qQbtJ8UQ,Amber,20,0
iJnOHkcCgiXfon0zVKcTOA,Stephanie,3,0
MhgDqc7K4L8dGUjrE4V55w,Lea,26,1
eL_thfRMjLTRcc6KPQJVKQ,Ashley,25,5
uK0AQaCfqOAtfgMaxtywFw,Chanel,16,0
2kr1uX2jx7ghvk3JFiIypg,Laura,17,1
WnJvH2ruYsMYP89r-qZfmA,Missa,43,1
_al7P_evlyPe5Ko9jgZsxQ,Romie,10,0
-o8PteK1MVJnv1qU0uo3yg,Sireta,3,1
